Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Facilitating Reuse of Code Checking Rules in Static Code Analysis","Information Systems: Modeling, Development, and Integration","","","","10.1007/978-3-642-01112-2_10","Vladimir A. ShekhovtsovYuriy TomilkoMikhail D. Godlevskiy","2009","http://link.springer.com/chapter/10.1007/978-3-642-01112-2_10","Chapter"
"Decision Support Systems in Transportation","Handbook on Decision Making","","","","10.1007/978-3-642-13639-9_11","Jacek Zak","2010","http://link.springer.com/chapter/10.1007/978-3-642-13639-9_11","Chapter"
"Compositional Algorithmic Verification of Software Product Lines","Formal Methods for Components and Objects","","","","10.1007/978-3-642-25271-6_10","Ina SchaeferDilian GurovSiavash Soleimanifard","2012","http://link.springer.com/chapter/10.1007/978-3-642-25271-6_10","Chapter"
"Requirements Engineering via Non-monotonic Logics and State Diagrams","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-642-23391-3_9","David BillingtonVladimir Estivill-CastroRené HexelAndrew Rock","2011","http://link.springer.com/chapter/10.1007/978-3-642-23391-3_9","Chapter"
"Object Technology for Ambient Intelligence and Pervasive Computing: Language Constructs and Infrastructures","Object-Oriented Technology. ECOOP 2006 Workshop Reader","","","","10.1007/978-3-540-71774-4_14","Holger MüggePascal CherrierWolfgang De MeuterÉric Tanter","2007","http://link.springer.com/chapter/10.1007/978-3-540-71774-4_14","Chapter"
"Privacy-Enhanced Web Personalization","The Adaptive Web","","","","10.1007/978-3-540-72079-9_21","Alfred Kobsa","2007","http://link.springer.com/chapter/10.1007/978-3-540-72079-9_21","Chapter"
"On the Benefit of Automated Static Analysis for Small and Medium-Sized Software Enterprises","Software Quality. Process Automation in Software Development","","","","10.1007/978-3-642-27213-4_3","Mario GleirscherDmitriy GolubitskiyMaximilian IrlbeckStefan Wagner","2012","http://link.springer.com/chapter/10.1007/978-3-642-27213-4_3","Chapter"
"Component-Oriented Programming(WCOP 2004)","Object-Oriented Technology. ECOOP 2004 Workshop Reader","","","","10.1007/978-3-540-30554-5_15","Jan BoschClemens SzyperskiWolfgang Weck","2005","http://link.springer.com/chapter/10.1007/978-3-540-30554-5_15","Chapter"
"Risk Assessment as an Argumentation Game","Computational Logic in Multi-Agent Systems","","","","10.1007/978-3-642-40624-9_22","Henry PrakkenDan IonitaRoel Wieringa","2013","http://link.springer.com/chapter/10.1007/978-3-642-40624-9_22","Chapter"
"Value-Based Service Modeling and Design: Toward a Unified View of Services","Advanced Information Systems Engineering","","","","10.1007/978-3-642-02144-2_33","Hans WeigandPaul JohannessonBirger AnderssonMaria Bergholtz","2009","http://link.springer.com/chapter/10.1007/978-3-642-02144-2_33","Chapter"
"The Semantic Web","Model Driven Engineering and Ontology Development","","","","10.1007/978-3-642-00282-3_3","Dr. Dragan GaševicDr. Dragan DjuricProf. Vladan Devedžic","2009","http://link.springer.com/chapter/10.1007/978-3-642-00282-3_3","Chapter"
"Paving the Way for a Transformational Public Administration","Global Security, Safety and Sustainability & e-Democracy","","","","10.1007/978-3-642-33448-1_27","Ioannis SavvasNick BassiliadesElias PimenidisAlexander B. Sideridis","2012","http://link.springer.com/chapter/10.1007/978-3-642-33448-1_27","Chapter"
"Dependable embedded systems research at TU Vienna","e & i Elektrotechnik und Informationstechnik","","122","1 - 2","10.1007/BF03054020","H. Kopetz O. Univ.-Prof. Dr. phil.R. Obermaisser Univ.-Ass. Dipl.-Ing. Dr. techn.U. Schmid Univ.-Prof. Dipl.-Ing. Dr. techn.","2005","http://link.springer.com/article/10.1007/BF03054020","Article"
"Foundations of Semantic Product Query Systems","The Internet of Products","","","","10.1007/978-3-658-00905-2_4","Robert Neumann","2013","http://link.springer.com/chapter/10.1007/978-3-658-00905-2_4","Chapter"
"Early Identification of Problem Interactions: A Tool-Supported Approach","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-02050-6_7","Thein Than TunYijun YuRobin LaneyBashar Nuseibeh","2009","http://link.springer.com/chapter/10.1007/978-3-642-02050-6_7","Chapter"
"Precise Documentation: The Key to Better Software","The Future of Software Engineering","","","","10.1007/978-3-642-15187-3_8","David Lorge Parnas","2011","http://link.springer.com/chapter/10.1007/978-3-642-15187-3_8","Chapter"
"The Components Data Flow Machine: An Intermediate Modeling Format to Support the Design of Automobiles E/E Systems Architectures","Distributed Embedded Systems: Design, Middleware and Resources","","","","10.1007/978-0-387-09661-2_9","Augustin KebemouIna Schieferdecker","2008","http://link.springer.com/chapter/10.1007/978-0-387-09661-2_9","Chapter"
"On Some Challenges in Business Systems Management and Engineering for the Networked Enterprise of the Future","Business System Management and Engineering","","","","10.1007/978-3-642-32439-0_1","Andreas FriesenWolfgang TheilmannMarkus HellerJens LemckeChristof Momm","2012","http://link.springer.com/chapter/10.1007/978-3-642-32439-0_1","Chapter"
"Formalism","Organization and Systems Design","","","","10.1057/9780230625419_6","Nandish V. Patel","2006","http://link.springer.com/chapter/10.1057/9780230625419_6","Chapter"
"System Integration Issues for Next-Generation Remote Healthcare System","Systems Design for Remote Healthcare","","","","10.1007/978-1-4614-8842-2_8","Cristiano PaggettiCarlos Cavero BarcaJuan Mario Rodríguez","2014","http://link.springer.com/chapter/10.1007/978-1-4614-8842-2_8","Chapter"
"An Approach Supporting Fault-Propagation Analysis for Smart Sensor Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33675-1_14","Sebastian ZugTino BradeJörg KaiserSasanka Potluri","2012","http://link.springer.com/chapter/10.1007/978-3-642-33675-1_14","Chapter"
"Partial Model Checking for the Verification and Synthesis of Secure Service Compositions","Public Key Infrastructures, Services and Applications","","","","10.1007/978-3-642-53997-8_1","Fabio MartinelliIlaria Matteucci","2014","http://link.springer.com/chapter/10.1007/978-3-642-53997-8_1","Chapter"
"From Formal Access Control Policies to Runtime Enforcement Aspects","Engineering Secure Software and Systems","","","","10.1007/978-3-642-00199-4_2","Slim KallelAnis CharfiMira MeziniMohamed JmaielKarl Klose","2009","http://link.springer.com/chapter/10.1007/978-3-642-00199-4_2","Chapter"
"An Architectural Concept for the CIEAM Enterprise Bus","Engineering Asset Management and Infrastructure Sustainability","","","","10.1007/978-0-85729-493-7_21","Georg GrossmannGerald QuirchmayrMarkus Stumptner","2012","http://link.springer.com/chapter/10.1007/978-0-85729-493-7_21","Chapter"
"Lines in the Water","Practice-Driven Research on Enterprise Transformation","","","","10.1007/978-3-642-16770-6_9","H. A. ProperM. Op ’t Land","2010","http://link.springer.com/chapter/10.1007/978-3-642-16770-6_9","Chapter"
"Composing domain-specific physical models with general-purpose software modules in embedded control software","Software & Systems Modeling","","13","1","10.1007/s10270-012-0283-7","Arjan de RooHasan SözerMehmet Akşit","2014","http://link.springer.com/article/10.1007/s10270-012-0283-7","Article"
"Real World System Architecture Design Using Multi-criteria Optimization: A Case Study","EVOLVE - A Bridge between Probability, Set Oriented Numerics, and Evolutionary Computation IV","","","","10.1007/978-3-319-01128-8_16","Rajesh KudikalaAndrew R. MillsPeter J. FlemingGraham F. TannerJonathan E. Holt","2013","http://link.springer.com/chapter/10.1007/978-3-319-01128-8_16","Chapter"
"Seeking Risks: Towards a Quantitative Risk Perception Measure","Availability, Reliability, and Security in Information Systems and HCI","","","","10.1007/978-3-642-40511-2_18","Åsmund Ahlmann NyreMartin Gilje Jaatun","2013","http://link.springer.com/chapter/10.1007/978-3-642-40511-2_18","Chapter"
"Specifying Separation of Duty Constraints in BPEL4People Processes","Business Information Systems","","","","10.1007/978-3-540-79396-0_24","Jan MendlingKarsten PloesserMark Strembeck","2008","http://link.springer.com/chapter/10.1007/978-3-540-79396-0_24","Chapter"
"Axiomatic Design Theory for Cyber-Physical System","Applied Cyber-Physical Systems","","","","10.1007/978-1-4614-7336-7_8","Cengiz Togay","2014","http://link.springer.com/chapter/10.1007/978-1-4614-7336-7_8","Chapter"
"Towards a Taxonomy Framework of Evolution for SOA Solution: From a Practical Point of View","Web Information Systems Engineering – WISE 2011 and 2012 Workshops","","","","10.1007/978-3-642-38333-5_28","Zaiwen FengPatrick C. K. HungKeqing HeYutao MaMatthias FarwickBing LiRong Peng","2013","http://link.springer.com/chapter/10.1007/978-3-642-38333-5_28","Chapter"
"QoS Management","Embedded Systems Design","","","","10.1007/978-3-540-31973-3_22","Bruno BouyssounouseJoseph Sifakis","2005","http://link.springer.com/chapter/10.1007/978-3-540-31973-3_22","Chapter"
"Materials integrity in microsystems: a framework for a petascale predictive-science-based multiscale modeling and simulation system","Computational Mechanics","","42","4","10.1007/s00466-008-0267-1","Albert C. ToWing Kam LiuGregory B. OlsonTed BelytschkoWei ChenMark S. ShephardYip-Wah ChungRoger GhanemPeter W. VoorheesDavid N. SeidmanChris WolvertonJ. S. ChenBrian MoranArthur J. FreemanRong TianXiaojuan Luo","2008","http://link.springer.com/article/10.1007/s00466-008-0267-1","Article"
"Effective development of automation systems through domain-specific modeling in a small enterprise context","Software & Systems Modeling","","13","1","10.1007/s10270-012-0289-1","Andrea LeitnerChristopher PreschernChristian Kreiner","2014","http://link.springer.com/article/10.1007/s10270-012-0289-1","Article"
"Aspect-oriented development of cluster computing software","Cluster Computing","","14","4","10.1007/s10586-011-0166-7","Hyuck HanHyungsoo JungHeon Y. Yeom","2011","http://link.springer.com/article/10.1007/s10586-011-0166-7","Article"
"Ubiquitous Korea Project","Handbook of Ambient Intelligence and Smart Environments","","","","10.1007/978-0-387-93808-0_46","Minkoo KimWe Duke ChoJaeho LeeRae Woong ParkHamid MukhtarKi-Hyung Kim","2010","http://link.springer.com/chapter/10.1007/978-0-387-93808-0_46","Chapter"
"A Formal Framework for Confidentiality-Preserving Refinement","Computer Security – ESORICS 2006","","","","10.1007/11863908_15","Thomas Santen","2006","http://link.springer.com/chapter/10.1007/11863908_15","Chapter"
"Professional Summarizing","Summarizing Information","","","","10.1007/978-3-642-72025-3_4","Professor Dr. Brigitte Endres-NiggemeyerKai HaselohJens MüllerSimone PeistIrene Santini de SigelAlexander SigelElisabeth WansorraJan WheelerBrünja Wollny","1998","http://link.springer.com/chapter/10.1007/978-3-642-72025-3_4","Chapter"
"Dynamic Requirements Specification for Adaptable and Open Service-Oriented Systems","Service-Oriented Computing – ICSOC 2007","","","","10.1007/978-3-540-74974-5_22","Ivan J. JuretaStéphane FaulknerPhilippe Thiran","2007","http://link.springer.com/chapter/10.1007/978-3-540-74974-5_22","Chapter"
"Sixteenth Meeting of the European Neurological Society 27–31 May 2006, Lausanne, Switzerland","Journal of Neurology","","253","2","10.1007/s00415-006-2001-2","","2006","http://link.springer.com/article/10.1007/s00415-006-2001-2","Article"
"Safe Runtime Validation of Behavioral Adaptations in Autonomic Software","Autonomic and Trusted Computing","","","","10.1007/978-3-642-23496-5_3","Tariq M. KingAndrew A. AllenRodolfo CruzPeter J. Clarke","2011","http://link.springer.com/chapter/10.1007/978-3-642-23496-5_3","Chapter"
"Resource Management for Pervasive Systems","Service-Oriented Computing - ICSOC 2012 Workshops","","","","10.1007/978-3-642-37804-1_37","Jacky EstublierGerman VegaElmehdi Damou","2013","http://link.springer.com/chapter/10.1007/978-3-642-37804-1_37","Chapter"
"Building a Digital Publishing Platform Using AOSD","Transactions on Aspect-Oriented Software Development VIII","","","","10.1007/978-3-642-22031-9_6","Dimitri Van LanduytSteven Op de beeckEddy TruyenPierre Verbaeten","2011","http://link.springer.com/chapter/10.1007/978-3-642-22031-9_6","Chapter"
"Requirements Evolution and What (Research) to Do about It","Design Requirements Engineering: A Ten-Year Perspective","","","","10.1007/978-3-540-92966-6_11","Neil A. ErnstJohn MylopoulosYiqiao Wang","2009","http://link.springer.com/chapter/10.1007/978-3-540-92966-6_11","Chapter"
"The Internet of Things: How WSNs Fit Into The Picture","System-Level Design Methodologies for Telecommunication","","","","10.1007/978-3-319-00663-5_8","Dr. Aggeliki Pragiati","2014","http://link.springer.com/chapter/10.1007/978-3-319-00663-5_8","Chapter"
"New information technology for environmental monitoring","Information Technologies for Remote Monitoring of the Environment","","","","10.1007/978-3-642-20567-5_1","Professor Dr. Vladimir F. KrapivinProfessor Dr. Anatolij M. Shutko","2012","http://link.springer.com/chapter/10.1007/978-3-642-20567-5_1","Chapter"
"Privacy-Aware Agent-Oriented Architecture for Distributed eHealth Systems","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_42","Adel TaweelSamhar MahmoudA. Rahman Tawil","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_42","Chapter"
"Secure and future proof electronic health records over the Internet","CARS 2002 Computer Assisted Radiology and Surgery","","","","10.1007/978-3-642-56168-9_106","Bernd Blobel","2002","http://link.springer.com/chapter/10.1007/978-3-642-56168-9_106","Chapter"
"Systems-Theoretic View of Component-Based Software Development","Formal Aspects of Component Software","","","","10.1007/978-3-642-27269-1_10","Daniel CôtéMichel Embe JiagueRichard St-Denis","2012","http://link.springer.com/chapter/10.1007/978-3-642-27269-1_10","Chapter"
"Intelli-food: Cyberinfrastructure for Real-Time Outbreak Source Detection and Rapid Response","Smart Health","","","","10.1007/978-3-319-08416-9_19","Matteo ConvertinoCraig Hedberg","2014","http://link.springer.com/chapter/10.1007/978-3-319-08416-9_19","Chapter"
"Biotechnology, Synthetic Biology, and ICT Define the Emerging Knowledge-Based Bio-Economy","Information and Communication Technologies in Education, Research, and Industrial Applications","","","","10.1007/978-3-319-03998-5_1","Wolf-Ekkehard Matzke","2013","http://link.springer.com/chapter/10.1007/978-3-319-03998-5_1","Chapter"
"Introduction to the ICCS2006 Workshop on Dynamic Data Driven Applications Systems","Computational Science – ICCS 2006","","","","10.1007/11758532_51","Frederica Darema","2006","http://link.springer.com/chapter/10.1007/11758532_51","Chapter"
"Scribbling Interactions with a Formal Foundation","Distributed Computing and Internet Technology","","","","10.1007/978-3-642-19056-8_4","Kohei HondaAybek MukhamedovGary BrownTzu-Chun ChenNobuko Yoshida","2011","http://link.springer.com/chapter/10.1007/978-3-642-19056-8_4","Chapter"
"Performance Management in Power Stations - with openJET, openBMS and ARIS PPM","Corporate Performance Management","","","","10.1007/3-540-30787-7_11","Bernd HeselmannPeter StängleDr. Andreas KronzKlaus Miksch","2006","http://link.springer.com/chapter/10.1007/3-540-30787-7_11","Chapter"
"An Experiment on Merging Quality Assessment in Automotive Domain","Software Process Improvement and Capability Determination","","","","10.1007/978-3-642-30439-2_10","Morayo AdedjoumaHubert DuboisFrançois TerrierTarek Kitouni","2012","http://link.springer.com/chapter/10.1007/978-3-642-30439-2_10","Chapter"
"A Service-Oriented Middleware for Building Collaborative UAVs","Journal of Intelligent & Robotic Systems","","74","1 - 2","10.1007/s10846-013-9942-3","Nader MohamedJameela Al-JaroodiImad JawharSanja Lazarova-Molnar","2014","http://link.springer.com/article/10.1007/s10846-013-9942-3","Article"
"Visualization and Ontology of Geospatial Intelligence","Data Engineering","","","","10.1007/978-1-4419-0176-7_18","Yupo Chan","2010","http://link.springer.com/chapter/10.1007/978-1-4419-0176-7_18","Chapter"
"Thematic Track: Formal Languages and Methods for Designing and Verifying Complex Embedded Systems","Leveraging Applications of Formal Methods, Verification, and Validation","","","","10.1007/978-3-642-16558-0_7","Yamine Ait AmeurFrédéric BoniolDominique MeryVirginie Wiels","2010","http://link.springer.com/chapter/10.1007/978-3-642-16558-0_7","Chapter"
"Cross-Document Dependency Analysis for System-of-System Integration","Foundations of Computer Software. Future Trends and Techniques for Development","","","","10.1007/978-3-642-12566-9_11","Syed Asad NaqviRuzanna ChitchyanSteffen ZschalerAwais RashidMario Südholt","2010","http://link.springer.com/chapter/10.1007/978-3-642-12566-9_11","Chapter"
"Modeling Road Traffic Signals Control Using UML and the MARTE Profile","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31128-4_1","Eduardo Augusto SilvestreMichel dos Santos Soares","2012","http://link.springer.com/chapter/10.1007/978-3-642-31128-4_1","Chapter"
"VI Applications: Part II","LabVIEW based Advanced Instrumentation Systems","","","","10.1007/978-3-540-48501-8_11","","2007","http://link.springer.com/chapter/10.1007/978-3-540-48501-8_11","Chapter"
"Conformance Checking of Dynamic Access Control Policies","Formal Methods and Software Engineering","","","","10.1007/978-3-642-24559-6_17","David PowerMark SlaymakerAndrew Simpson","2011","http://link.springer.com/chapter/10.1007/978-3-642-24559-6_17","Chapter"
"Formal verification of a pervasive messaging system","Formal Aspects of Computing","","26","4","10.1007/s00165-013-0277-4","Savas KonurMichael FisherSimon DobsonStephen Knox","2014","http://link.springer.com/article/10.1007/s00165-013-0277-4","Article"
"Prototype Implementation of Standard-Based Interoperability Guidelines: Experiences and Results Regarding Telemonitoring Applications","Ambient Assisted Living","","","","10.1007/978-3-642-18167-2_21","Tom DöhringMartin Staemmler","2011","http://link.springer.com/chapter/10.1007/978-3-642-18167-2_21","Chapter"
"A PLA-based privacy-enhancing user modeling framework and its evaluation","User Modeling and User-Adapted Interaction","","23","1","10.1007/s11257-011-9114-8","Yang WangAlfred Kobsa","2013","http://link.springer.com/article/10.1007/s11257-011-9114-8","Article"
"The design of novel distributed protocols from differential equations","Distributed Computing","","20","2","10.1007/s00446-007-0024-2","Indranil GuptaMahvesh NagdaChristo Frank Devaraj","2007","http://link.springer.com/article/10.1007/s00446-007-0024-2","Article"
"Wireless Robotics: Opportunities and Challenges","Wireless Personal Communications","","70","3","10.1007/s11277-013-1102-3","Sivabalan ArumugamRitesh Kumar KalleAnand R. Prasad","2013","http://link.springer.com/article/10.1007/s11277-013-1102-3","Article"
"Integrated risk identification, analysis, and assessment: A dynamic household economy analysis methodology and example","International Journal of Disaster Risk Science","","4","2","10.1007/s13753-013-0009-7","Bob AlexanderLinda J. CoxJunko Mochizuki","2013","http://link.springer.com/article/10.1007/s13753-013-0009-7","Article"
"Conundrum of Financial Markets: Measuring Risks and Mapping Regulation","The Global Financial Crisis","","","","10.1007/978-81-322-0798-6_13","Satyendra Nayak","2013","http://link.springer.com/chapter/10.1007/978-81-322-0798-6_13","Chapter"
"Multi-Modal Cooperative Intelligent Transport Systems to Improve Safety","Advanced Microsystems for Automotive Applications 2013","","","","10.1007/978-3-319-00476-1_6","Jugdutt SinghAnirudha DesaiFelix AckerStanley DingAashath Abdoul RachidePeter Nelson-Furnell","2013","http://link.springer.com/chapter/10.1007/978-3-319-00476-1_6","Chapter"
"The Many Faces of Complexity in Software Design","Conquering Complexity","","","","10.1007/978-1-4471-2297-5_1","José Luiz Fiadeiro","2012","http://link.springer.com/chapter/10.1007/978-1-4471-2297-5_1","Chapter"
"A Knowledge Based Search Tool for Performance Measures in Health Care Systems","Journal of Medical Systems","","36","1","10.1007/s10916-010-9459-2","Oya D. BeyanNazife Baykal","2012","http://link.springer.com/article/10.1007/s10916-010-9459-2","Article"
"The development and deployment of Common Data Elements for tissue banks for translational research in cancer – An emerging standard based approach for the Mesothelioma Virtual Tissue Bank","BMC Cancer","","8","1","10.1186/1471-2407-8-91","Sambit K MohantyAmita T MistryWaqas AminAnil V ParwaniAndrew K PopleLinda SchmandtSharon B WintersErin MillikenPaula KimNancy B WhelanGhada FarhatJonathan MelamedEmanuela TaioliRajiv DhirHarvey I PassMichael J Becich","2008","http://link.springer.com/article/10.1186/1471-2407-8-91","Article"
"A Formal Framework for Developing High Assurance Event Driven Service-Oriented Systems","High Assurance Services Computing","","","","10.1007/978-0-387-87658-0_8","Manuel PeraltaSupratik MukhpadhyayRamesh Bharadwaj","2009","http://link.springer.com/chapter/10.1007/978-0-387-87658-0_8","Chapter"
"Improving the reliability of real-time embedded systems using innate immune techniques","Evolutionary Intelligence","","1","2","10.1007/s12065-008-0009-5","Nicholas LayIain Bate","2008","http://link.springer.com/article/10.1007/s12065-008-0009-5","Article"
"A Content Analysis in Hong Kong Sustainable Smart Home Knowledge Sharing via World Wide Web","Computer Applications for Communication, Networking, and Digital Contents","","","","10.1007/978-3-642-35594-3_37","Rita Yi Man Li","2012","http://link.springer.com/chapter/10.1007/978-3-642-35594-3_37","Chapter"
"Analysis of Techniques for Documenting User Requirements","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31128-4_2","Michel dos Santos SoaresDaniel Souza Cioquetta","2012","http://link.springer.com/chapter/10.1007/978-3-642-31128-4_2","Chapter"
"Distributed Architectures for Event-Based Systems","Reasoning in Event-Based Distributed Systems","","","","10.1007/978-3-642-19724-6_2","Valentin CristeaFlorin PopCiprian DobreAlexandru Costan","2011","http://link.springer.com/chapter/10.1007/978-3-642-19724-6_2","Chapter"
"Agents, Multi-Agent Systems and Declarative Programming: What, When, Where, Why, Who, How?","A 25-Year Perspective on Logic Programming","","","","10.1007/978-3-642-14309-0_10","Matteo BaldoniCristina BaroglioViviana MascardiAndrea OmiciniPaolo Torroni","2010","http://link.springer.com/chapter/10.1007/978-3-642-14309-0_10","Chapter"
"From requirements to UML models and back: how automatic processing of text can support requirements engineering","Software Quality Journal","","22","1","10.1007/s11219-013-9210-6","Mathias LandhäußerSven J. KörnerWalter F. Tichy","2014","http://link.springer.com/article/10.1007/s11219-013-9210-6","Article"
"Software Product Lines","Essential Software Architecture","","","","10.1007/978-3-642-19176-3_15","Mark Staples","2011","http://link.springer.com/chapter/10.1007/978-3-642-19176-3_15","Chapter"
"Towards Earth System Science and Global Sustainability","Global Change and the Earth System","","","","10.1007/3-540-26607-0_6","","2005","http://link.springer.com/chapter/10.1007/3-540-26607-0_6","Chapter"
"Mitteilungen der Schweizer Informatik Gesellschaft / 2_2008","Informatik-Spektrum","","31","2","10.1007/s00287-008-0237-1","","2008","http://link.springer.com/article/10.1007/s00287-008-0237-1","Article"
"Design and Implementation of the Rebeca Publish/Subscribe Middleware","From Active Data Management to Event-Based Systems and More","","","","10.1007/978-3-642-17226-7_8","Helge ParzyjeglaDaniel GraffArnd SchröterJan RichlingGero Mühl","2010","http://link.springer.com/chapter/10.1007/978-3-642-17226-7_8","Chapter"
"Towards Dynamic Adaptation of Probabilistic Systems","Leveraging Applications of Formal Methods, Verification, and Validation","","","","10.1007/978-3-642-16561-0_19","S. AndovaL. P. J. GroenewegenE. P. de Vink","2010","http://link.springer.com/chapter/10.1007/978-3-642-16561-0_19","Chapter"
"Towards model checking executable UML specifications in mCRL2","Innovations in Systems and Software Engineering","","6","1 - 2","10.1007/s11334-009-0116-1","Helle Hvid HansenJeroen KetemaBas LuttikMohammadReza MousaviJaco van de Pol","2010","http://link.springer.com/article/10.1007/s11334-009-0116-1","Article"
"Privacy-Aware Workflow Management","Business Process Management","","","","10.1007/978-3-642-28409-0_5","Bandar AlhaqbaniMichael AdamsColin J. FidgeArthur H. M. ter Hofstede","2013","http://link.springer.com/chapter/10.1007/978-3-642-28409-0_5","Chapter"
"Predictors of remission in depression to individual and combined treatments (PReDICT): study protocol for a randomized controlled trial","Trials","","13","1","10.1186/1745-6215-13-106","Boadie W DunlopElisabeth B BinderJoseph F CubellsMark M GoodmanMary E KelleyBecky KinkeadMichael KutnerCharles B NemeroffD Jeffrey NewportMichael J OwensThaddeus W W PaceJames C RitchieVivianne Aponte RiveraDrew WestenW Edward CraigheadHelen S Mayberg","2012","http://link.springer.com/article/10.1186/1745-6215-13-106","Article"
"Semantic Web Based Dynamic Energy Analysis and Forecasts in Manufacturing Engineering","Glocalized Solutions for Sustainability in Manufacturing","","","","10.1007/978-3-642-19692-8_88","Ken WenzelJörg RiegelAndreas SchlegelMatthias Putz","2011","http://link.springer.com/chapter/10.1007/978-3-642-19692-8_88","Chapter"
"Anti-spam measures","Anti-Spam Measures","","","","10.1007/978-3-540-71750-8_4","","2007","http://link.springer.com/chapter/10.1007/978-3-540-71750-8_4","Chapter"
"Soft Constraints for Dependable Service Oriented Architectures","Architecting Dependable Systems VI","","","","10.1007/978-3-642-10248-6_4","Stefano BistarelliFrancesco Santini","2009","http://link.springer.com/chapter/10.1007/978-3-642-10248-6_4","Chapter"
"Source Code Rejuvenation Is Not Refactoring","SOFSEM 2010: Theory and Practice of Computer Science","","","","10.1007/978-3-642-11266-9_53","Peter PirkelbauerDamian DechevBjarne Stroustrup","2010","http://link.springer.com/chapter/10.1007/978-3-642-11266-9_53","Chapter"
"On the Formalization of UML Activities for Component-Based Protocol Design Specifications","SOFSEM 2012: Theory and Practice of Computer Science","","","","10.1007/978-3-642-27660-6_39","Prabhu Shankar KaliappanHartmut König","2012","http://link.springer.com/chapter/10.1007/978-3-642-27660-6_39","Chapter"
"An Architectural Approach to End User Orchestrations","Software Architecture","","","","10.1007/978-3-642-23798-0_39","Vishal DwivediPerla Velasco-ElizondoJose Maria FernandesDavid GarlanBradley Schmerl","2011","http://link.springer.com/chapter/10.1007/978-3-642-23798-0_39","Chapter"
"Towards a Formal Semantics for UML/MARTE State Machines Based on Hierarchical Timed Automata","Journal of Computer Science and Technology","","28","1","10.1007/s11390-013-1322-8","Yu ZhouLuciano BaresiMatteo Rossi","2013","http://link.springer.com/article/10.1007/s11390-013-1322-8","Article"
"Software Product Lines","Essential Software Architecture","","","","10.1007/3-540-28714-0_9","Dr Mark Staples","2006","http://link.springer.com/chapter/10.1007/3-540-28714-0_9","Chapter"
"Formal Development of Mechanisms for Tolerating Transient Faults","Rigorous Development of Complex Fault-Tolerant Systems","","","","10.1007/11916246_10","Dubravka IlićElena TroubitsynaLinas LaibinisColin Snook","2006","http://link.springer.com/chapter/10.1007/11916246_10","Chapter"
"Structural health monitoring by using a sparse coding-based deep learning algorithm with wireless sensor networks","Personal and Ubiquitous Computing","","18","8","10.1007/s00779-014-0800-5","Junqi GuoXiaobo XieRongfang BieLimin Sun","2014","http://link.springer.com/article/10.1007/s00779-014-0800-5","Article"
"Towards a UML Profile for Maintenance Process and Reliability Analysis","Dependable Computer Systems","","","","10.1007/978-3-642-21393-9_9","Marcin KowalskiJan Magott","2011","http://link.springer.com/chapter/10.1007/978-3-642-21393-9_9","Chapter"
"SCEC CyberShake Workflows—Automating Probabilistic Seismic Hazard Analysis Calculations","Workflows for e-Science","","","","10.1007/978-1-84628-757-2_10","Philip MaechlingEwa DeelmanLi ZhaoRobert GravesGaurang MehtaNitin GuptaJohn MehringerCarl KesselmanScott CallaghanDavid OkayaHunter FrancoeurVipin GuptaYifeng CuiKaran VahiThomas JordanEdward Field","2007","http://link.springer.com/chapter/10.1007/978-1-84628-757-2_10","Chapter"
"A General Framework for Architecture Composability","Software Engineering and Formal Methods","","","","10.1007/978-3-319-10431-7_10","Paul AttieEduard BaranovSimon BliudzeMohamad JaberJoseph Sifakis","2014","http://link.springer.com/chapter/10.1007/978-3-319-10431-7_10","Chapter"
"Enhancing OSGi with Explicit, Vendor Independent Extra-Functional Properties","Objects, Models, Components, Patterns","","","","10.1007/978-3-642-30561-0_9","Kamil JežekPremek BradaLukáš Holý","2012","http://link.springer.com/chapter/10.1007/978-3-642-30561-0_9","Chapter"
"“Hands Free”: Adapting the Task–Technology-Fit Model and Smart Data to Validate End-User Acceptance of the Voice Activated Medical Tracking Application (VAMTA) in the United States Military","Advances in Speech Recognition","","","","10.1007/978-1-4419-5951-5_12","James A. RodgerJames A. George","2010","http://link.springer.com/chapter/10.1007/978-1-4419-5951-5_12","Chapter"
"Integrative Produktionstechnik für Hochlohnländer","VDI-Buch","","","","10.1007/978-3-642-20693-1","Christian Brecher","2011","http://link.springer.com/book/10.1007/978-3-642-20693-1","Book"
"Service-oriented intelligent group decision support system: Application in transportation management","Information Systems Frontiers","","16","5","10.1007/s10796-013-9439-4","Shiwei HeRui SongSohail S. Chaudhry","2014","http://link.springer.com/article/10.1007/s10796-013-9439-4","Article"
"A formal nethod (a networked formal method)","Innovations in Systems and Software Engineering","","6","4","10.1007/s11334-009-0121-4","Peter T. BreuerSimon Pickin","2010","http://link.springer.com/article/10.1007/s11334-009-0121-4","Article"
