Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Humans and Devices in Medical Contexts","Health, Technology and Society","","","","10.1007/978-981-33-6280-2","Susanne BruckschKaori Sasaki","2021","http://link.springer.com/book/10.1007/978-981-33-6280-2","Book"
"Data Management Technologies and Applications","Communications in Computer and Information Science","","","","10.1007/978-3-030-83014-4","Slimane HammoudiChristoph QuixJorge Bernardino","2021","http://link.springer.com/book/10.1007/978-3-030-83014-4","Book"
"New Trends in Business Information Systems and Technology","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-48332-6","Prof. Dr. Rolf Dornberger","2021","http://link.springer.com/book/10.1007/978-3-030-48332-6","Book"
"Standards, Certifications and Quality Features for Systems Engineering Supported Development in Automotive Industry","Systems Engineering for Automotive Powertrain Development","","","","10.1007/978-3-319-99629-5_13","Dirk DengerOtto-Wilhelm HerschmannAndré Barisic","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-319-99629-5_13","ReferenceWorkEntry"
"Smart Log Data Analytics","","","","","10.1007/978-3-030-74450-2","Dr. Dr. Florian SkopikMarkus WurzenbergerMax Landauer","2021","http://link.springer.com/book/10.1007/978-3-030-74450-2","Book"
"The Palgrave Companion to Oxford Economics","","","","","10.1007/978-3-030-58471-9","Robert A. Cord","2021","http://link.springer.com/book/10.1007/978-3-030-58471-9","Book"
"Polytopic Roadmaps","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-75630-7","Octavian Iordache","2021","http://link.springer.com/book/10.1007/978-3-030-75630-7","Book"
"Conceptualization, measurement, and application of semantic transparency in visual notations","Software and Systems Modeling","","20","6","10.1007/s10270-021-00888-9","Saša KuharGregor Polančič","2021","http://link.springer.com/article/10.1007/s10270-021-00888-9","Article"
"A Novel Family of Queuing Network Models for Self-adaptive Systems","Model-Driven Engineering and Software Development","","","","10.1007/978-3-030-67445-8_15","Davide Arcelli","2021","http://link.springer.com/chapter/10.1007/978-3-030-67445-8_15","Chapter"
"Advances in Neuroergonomics and Cognitive Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80285-1","Dr. Hasan AyazUmer AsgherLucas Paletta","2021","http://link.springer.com/book/10.1007/978-3-030-80285-1","Book"
"Culture and Computing. Interactive Cultural Heritage and Arts","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77411-0","Prof. Matthias Rauterberg","2021","http://link.springer.com/book/10.1007/978-3-030-77411-0","Book"
"Innovations and Traditions for Sustainable Development","World Sustainability Series","","","","10.1007/978-3-030-78825-4","Dr. Walter Leal FilhoProf. Dr. Eugene V. KrasnovDr. Dara V. Gaeva","2021","http://link.springer.com/book/10.1007/978-3-030-78825-4","Book"
"The challenges, approaches, and used techniques of CPS for manufacturing in Industry 4.0: a literature review","The International Journal of Advanced Manufacturing Technology","","113","7 - 8","10.1007/s00170-020-06572-4","Baudouin DafflonNejib MoallaYacine Ouzrout","2021","http://link.springer.com/article/10.1007/s00170-020-06572-4","Article"
"Cyber Security with AI—Part I","The 'Essence' of Network Security: An End-to-End Panorama","","","","10.1007/978-981-15-9317-8_6","Bhanu ChanderGopalakrishnan Kumaravelan","2021","http://link.springer.com/chapter/10.1007/978-981-15-9317-8_6","Chapter"
"Proceedings of the 2020 Conference of The Computational Social Science Society of the Americas","Springer Proceedings in Complexity","","","","10.1007/978-3-030-83418-0","Dr. Zining YangDr. Elizabeth von Briesen","2021","http://link.springer.com/book/10.1007/978-3-030-83418-0","Book"
"Functional Requirement-Based Test Case Prioritization in Regression Testing: A Systematic Literature Review","SN Computer Science","","2","6","10.1007/s42979-021-00821-3","Muhammad HasnainMuhammad Fermi PashaImran GhaniSeung Ryul Jeong","2021","http://link.springer.com/article/10.1007/s42979-021-00821-3","Article"
"Industrial Digitally Prototypes","Life-Cycle Management of Machines and Mechanisms","","","","10.1007/978-3-030-56449-0_17","Jörg NiemannAdrian Pisla","2021","http://link.springer.com/chapter/10.1007/978-3-030-56449-0_17","Chapter"
"RiskStructures: A design algebra for risk-aware machines","Formal Aspects of Computing","","33","4 - 5","10.1007/s00165-021-00545-4","Mario GleirscherRadu CalinescuJim Woodcock","2021","http://link.springer.com/article/10.1007/s00165-021-00545-4","Article"
"Robot Operating System (ROS)","Studies in Computational Intelligence","","","","10.1007/978-3-030-75472-3","Dr. Anis Koubaa","2021","http://link.springer.com/book/10.1007/978-3-030-75472-3","Book"
"Unified verification and monitoring of executable UML specifications","Software and Systems Modeling","","20","6","10.1007/s10270-021-00923-9","Valentin BesnardCiprian TeodorovFrédéric JouaultMatthias BrunPhilippe Dhaussy","2021","http://link.springer.com/article/10.1007/s10270-021-00923-9","Article"
"Persuasive Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79460-6","Raian AliBirgit LugrinFred Charles","2021","http://link.springer.com/book/10.1007/978-3-030-79460-6","Book"
"Composition of Languages, Models, and Analyses","Composing Model-Based Analysis Tools","","","","10.1007/978-3-030-81915-6_4","Carolyn TalcottSofia AnanievaKyungmin BaeBenoit CombemaleRobert HeinrichMark HillsNarges KhakpourRalf ReussnerBernhard RumpePatrizia ScandurraHans Vangheluwe","2021","http://link.springer.com/chapter/10.1007/978-3-030-81915-6_4","Chapter"
"Artificial intelligence in cyber physical systems","AI & SOCIETY","","36","3","10.1007/s00146-020-01049-0","Petar RadanlievDavid De RoureMax Van KleekOmar SantosUchenna Ani","2021","http://link.springer.com/article/10.1007/s00146-020-01049-0","Article"
"Describing Smart City Problems with Distributed Vulnerability","Advances in Data Science: Methodologies and Applications","","","","10.1007/978-3-030-51870-7_9","Stefano Marrone","2021","http://link.springer.com/chapter/10.1007/978-3-030-51870-7_9","Chapter"
"A review of system modeling, assessment and operational optimization for integrated energy systems","Science China Information Sciences","","64","9","10.1007/s11432-020-3176-x","Jun ZhaoLong ChenYinan WangQuanli Liu","2021","http://link.springer.com/article/10.1007/s11432-020-3176-x","Article"
"EPSAAV: An Extensible Platform for Safety Analysis of Autonomous Vehicles","Advances in Model and Data Engineering in the Digitalization Era","","","","10.1007/978-3-030-87657-9_8","Joelle Abou FaysalNour ZalmaiAnkica BarisicFrederic Mallet","2021","http://link.springer.com/chapter/10.1007/978-3-030-87657-9_8","Chapter"
"Technologies and Innovation","Communications in Computer and Information Science","","","","10.1007/978-3-030-88262-4","Prof. Rafael Valencia-GarcíaMartha Bucaram-LeveroneJavier Del Cioppo-MorstadtNéstor Vera-LucioEmma Jácome-Murillo","2021","http://link.springer.com/book/10.1007/978-3-030-88262-4","Book"
"Security by Design","","","","","10.1007/978-3-662-62917-8","Dr. Armin LunkeitDr. Wolf Zimmer","2021","http://link.springer.com/book/10.1007/978-3-662-62917-8","Book"
"Linking Theory and Practice of Digital Libraries","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86324-1","Gerd BergetMark Michael HallDaniel BrennSanna Kumpulainen","2021","http://link.springer.com/book/10.1007/978-3-030-86324-1","Book"
"Engineer Your Software!","Synthesis Lectures on Algorithms and Software in Engineering","","","","10.1007/978-3-031-01530-4","Scott A. Whitmire","2021","http://link.springer.com/book/10.1007/978-3-031-01530-4","Book"
"A Blockchain-Based Smart Contract Towards Developing Secured University Examination System","Journal of Data, Information and Management","","3","4","10.1007/s42488-021-00056-0","Ashis Kumar SamantaBidyut Biman SarkarNabendu Chaki","2021","http://link.springer.com/article/10.1007/s42488-021-00056-0","Article"
"Sustainable Consumption and Production, Volume II","","","","","10.1007/978-3-030-55285-5","Ranjula Bali SwainSusanne Sweet","2021","http://link.springer.com/book/10.1007/978-3-030-55285-5","Book"
"Deep Learning-Based Face Analytics","Advances in Computer Vision and Pattern Recognition","","","","10.1007/978-3-030-74697-1","Dr. Nalini K RathaDr. Vishal M. PatelDr. Rama Chellappa","2021","http://link.springer.com/book/10.1007/978-3-030-74697-1","Book"
"Advances in Databases and Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82472-3","Ladjel BellatrecheProf. Marlon DumasPanagiotis KarrasProf. Dr. Raimundas Matulevičius","2021","http://link.springer.com/book/10.1007/978-3-030-82472-3","Book"
"Recent Developments in Mathematical, Statistical and Computational Sciences","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-3-030-63591-6","Dr. D. Marc KilgourDr. Herb KunzeDr. Roman MakarovProf. Dr. Roderick MelnikXu Wang","2021","http://link.springer.com/book/10.1007/978-3-030-63591-6","Book"
"Africa's Agricultural Renaissance","","","","","10.1007/978-3-030-65748-2","Dr. Ayodele Odusola","2021","http://link.springer.com/book/10.1007/978-3-030-65748-2","Book"
"28th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","30","1","10.1007/s11136-021-02976-1","","2021","http://link.springer.com/article/10.1007/s11136-021-02976-1","Article"
"The Palgrave Handbook of Globalization and Sport","","","","","10.1057/978-1-137-56854-0","Prof. Joseph MaguireDr. Katie ListonMark Falcous","2021","http://link.springer.com/book/10.1057/978-1-137-56854-0","Book"
"Experimenting on a Small Planet","","","","","10.1007/978-3-030-76339-8","Prof. Dr. William W. Hay","2021","http://link.springer.com/book/10.1007/978-3-030-76339-8","Book"
"The Future of the Automotive Industry","","","","","10.1007/978-1-4842-7026-4","Inma Martínez","2021","http://link.springer.com/book/10.1007/978-1-4842-7026-4","Book"
"The Digital Journey of Banking and Insurance, Volume I","","","","","10.1007/978-3-030-78814-8","Volker LiermannClaus Stegmann","2021","http://link.springer.com/book/10.1007/978-3-030-78814-8","Book"
"Chinese Finance Policy for a New Era","","","","","10.1007/978-981-33-4054-1","Dexu HeZhixiong DuJiechang Xia","2021","http://link.springer.com/book/10.1007/978-981-33-4054-1","Book"
"Distributed Applications and Interoperable Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78198-9","Miguel MatosFabíola Greve","2021","http://link.springer.com/book/10.1007/978-3-030-78198-9","Book"
"Agro-Environmental Sustainability in MENA Regions","Springer Water","","","","10.1007/978-3-030-78574-1","Assoc. Prof. Mohamed Abu-hashimProf. Faiza Khebour AlloucheProf. Abdelazim Negm","2021","http://link.springer.com/book/10.1007/978-3-030-78574-1","Book"
"ICT Education","Communications in Computer and Information Science","","","","10.1007/978-3-030-92858-2","George WellsMonelo NxoziBobby Tait","2021","http://link.springer.com/book/10.1007/978-3-030-92858-2","Book"
"Programming - What is Next?","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_13","Klaus HavelundBernhard Steffen","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_13","Chapter"
"Accelerating SCA compliance testing with advanced development tools","Analog Integrated Circuits and Signal Processing","","106","1","10.1007/s10470-017-1098-9","Jonathan SpringerSteve BernierJames EzickJuan Pablo Zapata ZamoraJanice McMahon","2021","http://link.springer.com/article/10.1007/s10470-017-1098-9","Article"
"Future Sustainable Urban Freight Network Design in the Large Cities and Megacities","Sustainable Management, Wertschöpfung und Effizienz","","","","10.1007/978-3-658-34203-6","Zhangyuan He","2021","http://link.springer.com/book/10.1007/978-3-658-34203-6","Book"
"Efficient autonomic and elastic resource management techniques in cloud environment: taxonomy and analysis","Wireless Networks","","27","4","10.1007/s11276-021-02614-1","Mufeed Ahmed Naji SaifS. K. NiranjanHasib Daowd Esmail Al-ariki","2021","http://link.springer.com/article/10.1007/s11276-021-02614-1","Article"
"Distributed model validation with Epsilon","Software and Systems Modeling","","20","5","10.1007/s10270-021-00878-x","Sina MadaniDimitris KolovosRichard F. Paige","2021","http://link.springer.com/article/10.1007/s10270-021-00878-x","Article"
"Operational Research","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-3-030-85476-8","Assoc. Prof. Susana RelvasProf. Dr. João Paulo AlmeidaProf. Dr. José Fernando OliveiraProf. Alberto Adrego Pinto","2021","http://link.springer.com/book/10.1007/978-3-030-85476-8","Book"
"Data-Driven Evolutionary Optimization","Studies in Computational Intelligence","","","","10.1007/978-3-030-74640-7","Prof. Yaochu JinHanding WangProf. Chaoli Sun","2021","http://link.springer.com/book/10.1007/978-3-030-74640-7","Book"
"Automating integration under emergent constraints for embedded systems","SICS Software-Intensive Cyber-Physical Systems","","35","3 - 4","10.1007/s00450-021-00428-2","Johannes SchlatowEdgard SchmidtRolf Ernst","2021","http://link.springer.com/article/10.1007/s00450-021-00428-2","Article"
"Semi-Formal Modeling of Multi-technological Systems I: UML","Technical Safety, Reliability and Resilience","","","","10.1007/978-981-33-4272-9_13","Ivo Häring","2021","http://link.springer.com/chapter/10.1007/978-981-33-4272-9_13","Chapter"
"Embedding an Integrated Security Management System into Industry 4.0 Enterprise Management: Cybernetic Approach","Digital Transformation, Cyber Security and Resilience of Modern Societies","","","","10.1007/978-3-030-65722-2_17","Sergiy DotsenkoOleg IlliashenkoSergii KamenskyiVyacheslav Kharchenko","2021","http://link.springer.com/chapter/10.1007/978-3-030-65722-2_17","Chapter"
"Life Sciences Industry","New Paradigms of Living Systems","","","","10.1007/978-981-16-2051-5","Dr. Basanta Kumara BaheraDr. Ram PrasadDr. Shyambhavee Behera","2021","http://link.springer.com/book/10.1007/978-981-16-2051-5","Book"
"Comparative Study of RSA with Optimized RSA to Enhance Security","ICCCE 2020","","","","10.1007/978-981-15-7961-5_91","Amit TanejaR. K. Shukla","2021","http://link.springer.com/chapter/10.1007/978-981-15-7961-5_91","Chapter"
"Reliability and Risk Analysis in Engineering and Medicine","Transactions on Computational Science and Computational Intelligence","","","","10.1007/978-3-030-80454-1","Prof. Chandrasekhar PutchaProf. Subhrajit DuttaSanjay K. Gupta","2021","http://link.springer.com/book/10.1007/978-3-030-80454-1","Book"
"Innovation and Entrepreneurship Education in China","Education in the Asia-Pacific Region: Issues, Concerns and Prospects","","","","10.1007/978-981-16-3724-7","Xiaozhou Xu","2021","http://link.springer.com/book/10.1007/978-981-16-3724-7","Book"
"Business Models for Sustainability Transitions","","","","","10.1007/978-3-030-77580-3","Prof. Annabeth AagaardProf. Dr. Florian Lüdeke-FreundProf. Peter Wells","2021","http://link.springer.com/book/10.1007/978-3-030-77580-3","Book"
"Robo-Advisory","Palgrave Studies in Financial Services Technology","","","","10.1007/978-3-030-40818-3","Prof. Dr. Peter Scholz","2021","http://link.springer.com/book/10.1007/978-3-030-40818-3","Book"
"Automotive Software Development","Automotive Software Architectures","","","","10.1007/978-3-030-65939-4_4","Miroslaw Staron","2021","http://link.springer.com/chapter/10.1007/978-3-030-65939-4_4","Chapter"
"Deep Learning Based Security Preservation of IoT: An Industrial Machine Health Monitoring Scenario","Deep Learning for Security and Privacy Preservation in IoT","","","","10.1007/978-981-16-6186-0_9","Aneesh G. NathSanjay Kumar Singh","2021","http://link.springer.com/chapter/10.1007/978-981-16-6186-0_9","Chapter"
"Implementation and evaluation of the DAOM framework and support tool for designing blockchain decentralized applications","International Journal of Information Technology","","13","6","10.1007/s41870-021-00816-6","Chibuzor UdokwuPatrick BrandtnerAlex NortaAlexandr KormiltsynRaimundas Matulevičius","2021","http://link.springer.com/article/10.1007/s41870-021-00816-6","Article"
"Multimedia Sensor Networks","Advances in Computer Science and Technology","","","","10.1007/978-981-16-0107-1","Prof. Huadong MaProf. Liang LiuProf. Hong Luo","2021","http://link.springer.com/book/10.1007/978-981-16-0107-1","Book"
"Genetic programming for feature model synthesis: a replication study","Empirical Software Engineering","","26","4","10.1007/s10664-021-09947-7","Andreea VescanAdrian PinteaLukas LinsbauerAlexander Egyed","2021","http://link.springer.com/article/10.1007/s10664-021-09947-7","Article"
"A survey on runtime testing of dynamically adaptable and distributed systems","Software Quality Journal","","29","2","10.1007/s11219-021-09558-x","Mariam LahamiMoez Krichen","2021","http://link.springer.com/article/10.1007/s11219-021-09558-x","Article"
"A validated model for the scoping process of quality requirements: a multi-case study","Empirical Software Engineering","","26","2","10.1007/s10664-020-09896-7","Thomas OlssonKrzysztof WnukSlinger Jansen","2021","http://link.springer.com/article/10.1007/s10664-020-09896-7","Article"
"Operations management of smart logistics: A literature review and future research","Frontiers of Engineering Management","","8","3","10.1007/s42524-021-0156-2","Bo FengQiwen Ye","2021","http://link.springer.com/article/10.1007/s42524-021-0156-2","Article"
"Formal Verification of Safety-Critical Systems: A Case-Study in Airbag System Design","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-71187-0_10","Susmita GuhaAkash NagRahul Karmakar","2021","http://link.springer.com/chapter/10.1007/978-3-030-71187-0_10","Chapter"
"Artificial-Neural-Network-Based Mechanical Simulation Prediction Method for Wheel-Spoke Cable Truss Construction","International Journal of Steel Structures","","21","3","10.1007/s13296-021-00488-9","Zhansheng LiuAntong JiangWenyuan ShaoAnshan ZhangXiuli Du","2021","http://link.springer.com/article/10.1007/s13296-021-00488-9","Article"
"Disrupting Logistics","Future of Business and Finance","","","","10.1007/978-3-030-61093-7","Dr. Christian WurstDr. Luca Graf","2021","http://link.springer.com/book/10.1007/978-3-030-61093-7","Book"
"Strategies to manage quality requirements in agile software development: a multiple case study","Empirical Software Engineering","","26","2","10.1007/s10664-020-09903-x","Pertti KarhapääWoubshet BehutiyePilar RodríguezMarkku OivoDolors CostalXavier FranchSanja AaramaaMichał ChoraśJari PartanenAntonin Abherve","2021","http://link.springer.com/article/10.1007/s10664-020-09903-x","Article"
"Background and Related Work","Internet of Things and Access Control","","","","10.1007/978-3-030-64998-2_2","Shantanu Pal","2021","http://link.springer.com/chapter/10.1007/978-3-030-64998-2_2","Chapter"
"The Future of Companies in the Face of a New Reality","","","","","10.1007/978-981-16-2613-5","Dr. Griselda Dávila-AragónProf. Salvador Rivas-Aceves","2021","http://link.springer.com/book/10.1007/978-981-16-2613-5","Book"
"Testing Industrial Robotic Systems: A New Battlefield!","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_4","Arnaud GotliebDusica MarijanHelge Spieker","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_4","Chapter"
"Engineering Trust-Aware Decentralized Applications with Distributed Ledgers","Trust Models for Next-Generation Blockchain Ecosystems","","","","10.1007/978-3-030-75107-4_1","Marcel MüllerNadine OsternSandro Rodriguez GarzonAxel Küpper","2021","http://link.springer.com/chapter/10.1007/978-3-030-75107-4_1","Chapter"
"A survey of visual analytics techniques for machine learning","Computational Visual Media","","7","1","10.1007/s41095-020-0191-7","Jun YuanChangjian ChenWeikai YangMengchen LiuJiazhi XiaShixia Liu","2021","http://link.springer.com/article/10.1007/s41095-020-0191-7","Article"
"Handbook of Youth Suicide Prevention","","","","","10.1007/978-3-030-82465-5","Regina MirandaElizabeth L. Jeglic","2021","http://link.springer.com/book/10.1007/978-3-030-82465-5","Book"
"Compositional modeling of railway Virtual Coupling with Stochastic Activity Networks","Formal Aspects of Computing","","33","6","10.1007/s00165-021-00560-5","Francesco FlamminiStefano MarroneRoberto NardoneValeria Vittorini","2021","http://link.springer.com/article/10.1007/s00165-021-00560-5","Article"
"Research and Practice of Design Process (Knowledge) Reuse in the Data State Environment of Nuclear Power Design Company","Nuclear Power Plants: Innovative Technologies for Instrumentation and Control Systems","","","","10.1007/978-981-16-3456-7_33","Jing MaWei-Qi DaiWei-Jian Lei","2021","http://link.springer.com/chapter/10.1007/978-981-16-3456-7_33","Chapter"
"Formal Methods for a Digital Industry","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_5","Falk HowarHardi HungarAndreas Rausch","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_5","Chapter"
"Intra-Africa Student Mobility in Higher Education","Palgrave Studies in Global Higher Education","","","","10.1007/978-3-030-78517-8","Prof. Chika Trevor SehooleJenny J. Lee","2021","http://link.springer.com/book/10.1007/978-3-030-78517-8","Book"
"Slang: The Sireum Programming Language","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_17","RobbyJohn Hatcliff","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_17","Chapter"
"Adaptive Agent-Based Modeling Framework for Collective Decision-Making in Crowd Building Evacuation","Journal of Shanghai Jiaotong University (Science)","","26","4","10.1007/s12204-021-2287-3","Feier Chen 陈飞儿Qiyuan Zhao 赵祺源Mingming Cao 曹明明Jiayi Chen 陈嘉屹Guiyuan Fu 傅桂元","2021","http://link.springer.com/article/10.1007/s12204-021-2287-3","Article"
"Data-driven smart eco-cities and sustainable integrated districts: A best-evidence synthesis approach to an extensive literature review","European Journal of Futures Research","","9","1","10.1186/s40309-021-00181-4","Simon Elias Bibri","2021","http://link.springer.com/article/10.1186/s40309-021-00181-4","Article"
"The Future of Information Systems in a Post-COVID World by TC8 (Information Systems)","Advancing Research in Information and Communication Technology","","","","10.1007/978-3-030-81701-5_14","Isabel RamosDale MackrellAlta van der MerweJan Pries-HejeJolita RalytéJanis StirnaJohn KrogstieMatthew JonesBenjamin MuellerFrédéric AdamBettina JaberEdgar WeipplMarijn JanssenAmany ElbannaBanita LalPierluigi Plebani","2021","http://link.springer.com/chapter/10.1007/978-3-030-81701-5_14","Chapter"
"Ibn Khaldūn and the Arab Origins of the Sociology of Civilisation and Power","","","","","10.1007/978-3-030-70339-4","Annalisa Verza","2021","http://link.springer.com/book/10.1007/978-3-030-70339-4","Book"
"Building Trust in the International Monetary System","Frontiers in Economic History","","","","10.1007/978-3-030-78491-1","Prof. Giovanni Battista PittalugaProf. Elena Seghezza","2021","http://link.springer.com/book/10.1007/978-3-030-78491-1","Book"
"The National Disability Insurance Scheme","","","","","10.1007/978-981-16-2244-1","Mhairi CowdenClaire McCullagh","2021","http://link.springer.com/book/10.1007/978-981-16-2244-1","Book"
"China: The Bankable State","","","","","10.1007/978-981-16-5252-3","Dr. Bhabani Shankar Nayak","2021","http://link.springer.com/book/10.1007/978-981-16-5252-3","Book"
"Contemporary Issues in Group Decision and Negotiation","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-77208-6","Dr. Danielle Costa MoraisLiping FangDr. Masahide Horita","2021","http://link.springer.com/book/10.1007/978-3-030-77208-6","Book"
"Analysis and Review on Service-Oriented-Based IoT Middleware","Emerging Technologies in Data Mining and Information Security","","","","10.1007/978-981-15-9774-9_19","Kanu PatelHardik Modi","2021","http://link.springer.com/chapter/10.1007/978-981-15-9774-9_19","Chapter"
"Smart Pedagogy of Game-based Learning","Advances in Game-Based Learning","","","","10.1007/978-3-030-76986-4","Prof. Linda Daniela","2021","http://link.springer.com/book/10.1007/978-3-030-76986-4","Book"
"Expressing Structural Temporal Properties of Safety Critical Hierarchical Systems","Quality of Information and Communications Technology","","","","10.1007/978-3-030-85347-1_26","Massimo BenerecettiFabio MogaveroAdriano PeronLuigi Libero Lucio Starace","2021","http://link.springer.com/chapter/10.1007/978-3-030-85347-1_26","Chapter"
"The Impact of Populism on European Institutions and Civil Society","Palgrave Studies in European Political Sociology","","","","10.1007/978-3-030-73411-4","Prof. Carlo RuzzaCarlo BertiPaolo Cossarini","2021","http://link.springer.com/book/10.1007/978-3-030-73411-4","Book"
"A Reliable Cloud Assisted IoT Application in Smart Cities","Data-Driven Mining, Learning and Analytics for Secured Smart Cities","","","","10.1007/978-3-030-72139-8_4","N. Ambika","2021","http://link.springer.com/chapter/10.1007/978-3-030-72139-8_4","Chapter"
"A Function Analysis Methodology Applied in Civil Aircraft Design","Proceedings of the International Conference on Aerospace System Science and Engineering 2020","","","","10.1007/978-981-33-6060-0_43","Chao TangXinai ZhangHaomin LiDongsheng ChenJian WangYong Chen","2021","http://link.springer.com/chapter/10.1007/978-981-33-6060-0_43","Chapter"
"Mobility-as-a-Service","Management for Professionals","","","","10.1007/978-3-030-75590-4","Prof. Dr. Malte Ackermann","2021","http://link.springer.com/book/10.1007/978-3-030-75590-4","Book"
"Introducing HR Analytics with Machine Learning","","","","","10.1007/978-3-030-67626-1","Christopher M. RosettAustin Hagerty","2021","http://link.springer.com/book/10.1007/978-3-030-67626-1","Book"
"Standards in Biomedical Informatics","Biomedical Informatics","","","","10.1007/978-3-030-58721-5_7","Charles JaffeViet NguyenWayne R. KubickTodd CooperRussell B. LeftwichW. Edward Hammond","2021","http://link.springer.com/chapter/10.1007/978-3-030-58721-5_7","Chapter"
"The state-of-practice in requirements elicitation: an extended interview study at 12 companies","Requirements Engineering","","26","2","10.1007/s00766-020-00345-x","Cristina PalomaresXavier FranchCarme QuerPanagiota ChatzipetrouLidia LópezTony Gorschek","2021","http://link.springer.com/article/10.1007/s00766-020-00345-x","Article"
"Flags, Color, and the Legal Narrative","Law and Visual Jurisprudence","","","","10.1007/978-3-030-32865-8","Prof. Anne WagnerProf. Sarah Marusek","2021","http://link.springer.com/book/10.1007/978-3-030-32865-8","Book"
"Beginning Azure Cognitive Services","","","","","10.1007/978-1-4842-7176-6","Alicia MonizMatt GordonIda BergumMia ChangGinger Grant","2021","http://link.springer.com/book/10.1007/978-1-4842-7176-6","Book"
"Agile services and analysis framework for autonomous and autonomic critical infrastructure","Innovations in Systems and Software Engineering","","","","10.1007/s11334-021-00411-9","Joe MaurioPaul WoodSebastian ZanlongoJosh SilbermannTamim SookoorAlberto LorenzoRandy SleightJames RogersDan MullerNoah ArmigerChristopher RouffLanier Watkins","2021","http://link.springer.com/article/10.1007/s11334-021-00411-9","Article"
"Remaking HIV Prevention in the 21st Century","Social Aspects of HIV","","","","10.1007/978-3-030-69819-5","Prof. Sarah BernaysAssoc. Prof. Adam BourneProf. Susan KippaxProf. Peter AggletonProf. Richard Parker","2021","http://link.springer.com/book/10.1007/978-3-030-69819-5","Book"
"MicroFinTech","Palgrave Studies in Financial Services Technology","","","","10.1007/978-3-030-80394-0","Dr. Roberto Moro-Visconti","2021","http://link.springer.com/book/10.1007/978-3-030-80394-0","Book"
"6G: The Intelligent Network","Mobile Communication Networks: 5G and a Vision of 6G","","","","10.1007/978-3-030-69273-5_8","Dr. Mladen BožanićProf. Saurabh Sinha","2021","http://link.springer.com/chapter/10.1007/978-3-030-69273-5_8","Chapter"
"CaRE: a refinement calculus for requirements engineering based on argumentation theory","Software and Systems Modeling","","","","10.1007/s10270-021-00943-5","Yehia ElrakaibyAlexander BorgidaAlessio FerrariJohn Mylopoulos","2021","http://link.springer.com/article/10.1007/s10270-021-00943-5","Article"
"Artificial intelligence in product lifecycle management","The International Journal of Advanced Manufacturing Technology","","114","3 - 4","10.1007/s00170-021-06882-1","Lei WangZhengchao LiuAng LiuFei Tao","2021","http://link.springer.com/article/10.1007/s00170-021-06882-1","Article"
"Mutation Testing for RoboChart","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_11","Robert M. HieronsMaciej GazdaPablo Gómez-AbajoRaluca LefticaruMercedes G. Merayo","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_11","Chapter"
"IoT-Based Modeling of Electronic Healthcare System Through Connected Environment","Progress in Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-15-6353-9_38","Subhasis MohapatraSmita Parija","2021","http://link.springer.com/chapter/10.1007/978-981-15-6353-9_38","Chapter"
"CorteX: A Software Framework for Interoperable, Plug-and-Play, Distributed, Robotic Systems of Systems","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_10","Ipek CaliskanelliMatthew GoodliffeCraig WhiffinMichail XymitouliasEdward WhittakerSwapnil VermaCraig HickmanChen MinghaoRobert Skilton","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_10","Chapter"
"Model elements identification using neural networks: a comprehensive study","Requirements Engineering","","26","1","10.1007/s00766-020-00332-2","Kaushik MadalaShraddha PipariaEduardo BlancoHyunsook DoRenee Bryce","2021","http://link.springer.com/article/10.1007/s00766-020-00332-2","Article"
"A tale of two graph models: a case study in wireless sensor networks","Formal Aspects of Computing","","33","6","10.1007/s00165-021-00558-z","Blair ArchibaldGéza KulcsárMichele Sevegnani","2021","http://link.springer.com/article/10.1007/s00165-021-00558-z","Article"
